DATAFLOW,FREQ: Frequency,SPECIFICATION: Specification,TIME_PERIOD: Time period,OBS_VALUE,NOTE_YEAR_2: Note year 2,NOTE_YEAR_1: Note year 1,NOTE_SPECIFICATION_2: Note specification 2,NOTE_SPECIFICATION_1: Note specification 1,OBS_STATUS: Observation status,DECIMALS: Decimals
LU1:DF_X021(1.0),A: Annual,CM07002: Biwer,1992,1165,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07002: Biwer,1993,1202,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07002: Biwer,1994,1225,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07002: Biwer,1995,1258,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07002: Biwer,1996,1282,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07002: Biwer,1997,1296,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07002: Biwer,1998,1324,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07002: Biwer,1999,1343,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07002: Biwer,2000,1404,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07002: Biwer,2001,1492,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07002: Biwer,2002,1500,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07002: Biwer,2003,1543,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07002: Biwer,2004,1588,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07002: Biwer,2005,1655,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07002: Biwer,2006,1652,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07002: Biwer,2007,1644,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07002: Biwer,2008,1678,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07002: Biwer,2009,1640,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07002: Biwer,2010,1647,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07002: Biwer,2011,1653,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07002: Biwer,2012,1686,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07002: Biwer,2013,1741,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07002: Biwer,2014,1787,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07002: Biwer,2015,1821,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07002: Biwer,2016,1857,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07002: Biwer,2017,1813,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07002: Biwer,2018,1817,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07002: Biwer,2019,1861,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07002: Biwer,2020,1834,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07002: Biwer,2021,1884,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM07002: Biwer,2022,1917,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,1821,961,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,1851,1244,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,1871,1124,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,1880,1155,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,1890,982,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,1900,1004,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,1910,941,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,1922,849,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,1930,789,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,1935,788,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,1947,724,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,1960,667,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,1970,652,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,1978,705,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,1979,716,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,1981,754,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,1983,770,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,1984,760,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,1985,760,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,1986,780,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,1987,790,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,1988,809,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,1989,821,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,1990,857,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,1991,882,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,1992,908,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,1993,931,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,1994,1012,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,1995,1041,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,1996,1113,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,1997,1206,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,1998,1213,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,1999,1259,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,2000,1274,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,2001,1249,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,2002,1236,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,2003,1277,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,2004,1275,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,2005,1296,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,2006,1311,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,2007,1375,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,2008,1366,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,2009,1426,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,2010,1466,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,2011,1556,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,2012,1580,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,2013,1601,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,2014,1634,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,2015,1674,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,2016,1794,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,2017,1866,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,2018,1904,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,2019,1894,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,2020,1947,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,2021,1968,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM08007: Stadtbredimus,2022,1978,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,1821,880,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,1851,1343,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,1871,1298,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,1880,1232,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,1890,1102,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,1900,1150,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,1910,1240,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,1922,1124,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,1930,1277,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,1935,1366,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,1947,1224,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,1960,1329,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,1970,1620,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,1978,1883,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,1979,1937,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,1981,2008,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,1983,2120,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,1984,2170,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,1985,2180,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,1986,2280,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,1987,2360,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,1988,2430,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,1989,2438,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,1990,2520,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,1991,2588,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,1992,2665,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,1993,2724,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,1994,2772,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,1995,2846,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,1996,2934,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,1997,3004,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,1998,3068,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,1999,3081,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,2000,3136,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,2001,3189,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,2002,3233,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,2003,3234,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,2004,3332,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,2005,3417,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,2006,3421,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,2007,3501,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,2008,3518,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,2009,3469,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,2010,3537,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,2011,3544,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,2012,3627,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,2013,3727,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,2014,3859,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,2015,4037,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,2016,4071,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,2017,4178,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,2018,4210,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,2019,4333,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,2020,4449,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,2021,4461,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM09001: Dippach,2022,4494,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,1821,602,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,1851,955,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,1871,900,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,1880,949,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,1890,835,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,1900,771,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,1910,717,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,1922,723,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,1930,709,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,1935,660,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,1947,611,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,1960,594,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,1970,634,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,1978,867,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,1979,885,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,1981,898,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,1983,940,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,1984,960,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,1985,970,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,1986,970,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,1987,970,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,1988,987,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,1989,1035,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,1990,1061,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,1991,1085,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,1992,1096,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,1993,1083,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,1994,1110,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,1995,1127,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,1996,1211,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,1997,1249,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,1998,1279,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,1999,1322,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,2000,1353,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,2001,1321,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,2002,1341,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,2003,1349,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,2004,1359,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,2005,1367,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,2006,1365,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,2007,1474,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,2008,1603,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,2009,1767,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,2010,1841,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,2011,1929,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,2012,1955,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,2013,2032,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,2014,2120,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,2015,2178,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,2016,2245,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,2017,2387,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,2018,2389,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,2019,2400,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,2020,2404,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,2021,2456,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM11011: Weiler-la-Tour,2022,2497,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,1821,10542,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,1851,15028,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,1871,14999,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,1880,14319,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,1890,12949,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,1900,12612,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,1910,12274,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,1922,12316,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,1930,12711,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,1935,12714,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,1947,12447,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,1960,12109,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,1970,13814,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,1978,16014,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,1979,16290,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,1981,16542,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,1983,16950,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,1984,17120,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,1985,17360,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,1986,17640,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,1987,17900,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,1988,18202,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,1989,18619,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,1990,18970,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,1991,19141,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,1992,19711,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,1993,20086,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,1994,20698,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,1995,21119,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,1996,21475,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,1997,21825,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,1998,22017,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,1999,22285,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,2000,22660,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,2001,23311,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,2002,23570,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,2003,23789,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,2004,24045,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,2005,24268,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,2006,24572,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,2007,25074,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,2008,25348,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,2009,25707,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,2010,26213,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,2011,27276,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,2012,27895,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,2013,28542,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,2014,29275,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,2015,29867,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,2016,30382,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,2017,31351,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,2018,32112,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,2019,32725,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,2020,33326,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,2021,34063,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CT12: Canton Mersch,2022,34721,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02010: Vallée de l'Ernz,1821,1394,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02010: Vallée de l'Ernz,1851,2070,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02010: Vallée de l'Ernz,1871,1998,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02010: Vallée de l'Ernz,1880,1875,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02010: Vallée de l'Ernz,1890,1729,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02010: Vallée de l'Ernz,1900,1697,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02010: Vallée de l'Ernz,1910,1676,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02010: Vallée de l'Ernz,1922,1590,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02010: Vallée de l'Ernz,1930,1527,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02010: Vallée de l'Ernz,1935,1510,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02010: Vallée de l'Ernz,1947,1405,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02010: Vallée de l'Ernz,1960,1295,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02010: Vallée de l'Ernz,1970,1312,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02010: Vallée de l'Ernz,1978,1411,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02010: Vallée de l'Ernz,1979,1437,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02010: Vallée de l'Ernz,1981,1421,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02010: Vallée de l'Ernz,1983,1420,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02010: Vallée de l'Ernz,1984,1450,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02010: Vallée de l'Ernz,1985,1450,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02010: Vallée de l'Ernz,1986,1480,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02010: Vallée de l'Ernz,1987,1510,,,,,,0: Zero
LU1:DF_X021(1.0),A: Annual,CM02010: Vallée de l'Ernz,1988,1551,,,,,,0: Zero
