DATAFLOW,POP_MOVEMENT: Population Movement,SPECIFICATION: Specification,FREQ: Frequency,TIME_PERIOD: Time period,OBS_VALUE,NOTE_POP_MOVEMENT_2: Note Population Movement 2,NOTE_POP_MOVEMENT_1: Note Population Movement 1,NOTE_YEAR_2: Note year 2,NOTE_YEAR_1: Note year 1,NOTE_SPECIFICATION_2: Note specification 2,NOTE_SPECIFICATION_1: Note specification 1,OBS_STATUS: Observation status,DECIMALS: Decimals
LU1:DF_X025(1.0),M002: Departures,CM10003: Dudelange,A: Annual,2018,1283,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM10003: Dudelange,A: Annual,2019,1375,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM10003: Dudelange,A: Annual,2020,1262,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM10003: Dudelange,A: Annual,2021,1371,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11006: Sandweiler,A: Annual,1990,155,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11006: Sandweiler,A: Annual,1991,114,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11006: Sandweiler,A: Annual,1992,153,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11006: Sandweiler,A: Annual,1993,151,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11006: Sandweiler,A: Annual,1994,154,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11006: Sandweiler,A: Annual,1995,173,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11006: Sandweiler,A: Annual,1996,156,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11006: Sandweiler,A: Annual,1997,167,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11006: Sandweiler,A: Annual,1998,168,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11006: Sandweiler,A: Annual,1999,191,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11006: Sandweiler,A: Annual,2000,175,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11006: Sandweiler,A: Annual,2001,254,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11006: Sandweiler,A: Annual,2002,205,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11006: Sandweiler,A: Annual,2003,190,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11006: Sandweiler,A: Annual,2004,226,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11006: Sandweiler,A: Annual,2005,212,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11006: Sandweiler,A: Annual,2006,214,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11006: Sandweiler,A: Annual,2007,200,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11006: Sandweiler,A: Annual,2008,252,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11006: Sandweiler,A: Annual,2009,202,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11006: Sandweiler,A: Annual,2010,242,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11006: Sandweiler,A: Annual,2011,223,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11006: Sandweiler,A: Annual,2012,191,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11006: Sandweiler,A: Annual,2013,248,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11006: Sandweiler,A: Annual,2014,240,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11006: Sandweiler,A: Annual,2015,285,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11006: Sandweiler,A: Annual,2016,282,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11006: Sandweiler,A: Annual,2017,317,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11006: Sandweiler,A: Annual,2018,280,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11006: Sandweiler,A: Annual,2019,314,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11006: Sandweiler,A: Annual,2020,300,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11006: Sandweiler,A: Annual,2021,304,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11010: Walferdange,A: Annual,1990,523,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11010: Walferdange,A: Annual,1991,572,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11010: Walferdange,A: Annual,1992,544,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11010: Walferdange,A: Annual,1993,589,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11010: Walferdange,A: Annual,1994,529,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11010: Walferdange,A: Annual,1995,580,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11010: Walferdange,A: Annual,1996,636,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11010: Walferdange,A: Annual,1997,572,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11010: Walferdange,A: Annual,1998,593,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11010: Walferdange,A: Annual,1999,637,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11010: Walferdange,A: Annual,2000,624,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11010: Walferdange,A: Annual,2001,721,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11010: Walferdange,A: Annual,2002,642,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11010: Walferdange,A: Annual,2003,563,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11010: Walferdange,A: Annual,2004,673,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11010: Walferdange,A: Annual,2005,637,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11010: Walferdange,A: Annual,2006,537,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11010: Walferdange,A: Annual,2007,573,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11010: Walferdange,A: Annual,2008,616,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11010: Walferdange,A: Annual,2009,584,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11010: Walferdange,A: Annual,2010,609,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11010: Walferdange,A: Annual,2011,681,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11010: Walferdange,A: Annual,2012,651,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11010: Walferdange,A: Annual,2013,707,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11010: Walferdange,A: Annual,2014,724,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11010: Walferdange,A: Annual,2015,795,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11010: Walferdange,A: Annual,2016,799,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11010: Walferdange,A: Annual,2017,672,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11010: Walferdange,A: Annual,2018,736,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11010: Walferdange,A: Annual,2019,725,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11010: Walferdange,A: Annual,2020,691,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM11010: Walferdange,A: Annual,2021,782,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM02001: Bettendorf,A: Annual,1990,105,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM02001: Bettendorf,A: Annual,1991,132,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM02001: Bettendorf,A: Annual,1992,146,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM02001: Bettendorf,A: Annual,1993,140,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM02001: Bettendorf,A: Annual,1994,144,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM02001: Bettendorf,A: Annual,1995,164,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM02001: Bettendorf,A: Annual,1996,184,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM02001: Bettendorf,A: Annual,1997,150,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM02001: Bettendorf,A: Annual,1998,220,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM02001: Bettendorf,A: Annual,1999,195,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM02001: Bettendorf,A: Annual,2000,194,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM02001: Bettendorf,A: Annual,2001,220,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM02001: Bettendorf,A: Annual,2002,210,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM02001: Bettendorf,A: Annual,2003,169,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM02001: Bettendorf,A: Annual,2004,116,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM02001: Bettendorf,A: Annual,2005,130,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM02001: Bettendorf,A: Annual,2006,180,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM02001: Bettendorf,A: Annual,2007,179,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM02001: Bettendorf,A: Annual,2008,137,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM02001: Bettendorf,A: Annual,2009,160,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM02001: Bettendorf,A: Annual,2010,161,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM02001: Bettendorf,A: Annual,2011,190,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM02001: Bettendorf,A: Annual,2012,138,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM02001: Bettendorf,A: Annual,2013,144,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM02001: Bettendorf,A: Annual,2014,218,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM02001: Bettendorf,A: Annual,2015,213,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM02001: Bettendorf,A: Annual,2016,159,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM02001: Bettendorf,A: Annual,2017,181,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM02001: Bettendorf,A: Annual,2018,188,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM02001: Bettendorf,A: Annual,2019,175,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM02001: Bettendorf,A: Annual,2020,224,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM02001: Bettendorf,A: Annual,2021,173,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CT03: Canton Redange,A: Annual,1990,511,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CT03: Canton Redange,A: Annual,1991,524,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CT03: Canton Redange,A: Annual,1992,625,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CT03: Canton Redange,A: Annual,1993,649,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CT03: Canton Redange,A: Annual,1994,644,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CT03: Canton Redange,A: Annual,1995,677,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CT03: Canton Redange,A: Annual,1996,669,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CT03: Canton Redange,A: Annual,1997,604,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CT03: Canton Redange,A: Annual,1998,710,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CT03: Canton Redange,A: Annual,1999,844,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CT03: Canton Redange,A: Annual,2000,874,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CT03: Canton Redange,A: Annual,2001,759,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CT03: Canton Redange,A: Annual,2002,919,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CT03: Canton Redange,A: Annual,2003,748,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CT03: Canton Redange,A: Annual,2004,768,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CT03: Canton Redange,A: Annual,2005,736,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CT03: Canton Redange,A: Annual,2006,842,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CT03: Canton Redange,A: Annual,2007,761,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CT03: Canton Redange,A: Annual,2008,827,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CT03: Canton Redange,A: Annual,2009,840,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CT03: Canton Redange,A: Annual,2010,969,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CT03: Canton Redange,A: Annual,2011,959,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CT03: Canton Redange,A: Annual,2012,1144,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CT03: Canton Redange,A: Annual,2013,1034,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CT03: Canton Redange,A: Annual,2014,1152,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CT03: Canton Redange,A: Annual,2015,1241,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CT03: Canton Redange,A: Annual,2016,1198,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CT03: Canton Redange,A: Annual,2017,1343,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CT03: Canton Redange,A: Annual,2018,1210,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CT03: Canton Redange,A: Annual,2019,1291,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CT03: Canton Redange,A: Annual,2020,1156,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CT03: Canton Redange,A: Annual,2021,1246,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM03008: Useldange,A: Annual,1990,55,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM03008: Useldange,A: Annual,1991,49,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM03008: Useldange,A: Annual,1992,57,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM03008: Useldange,A: Annual,1993,89,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM03008: Useldange,A: Annual,1994,78,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM03008: Useldange,A: Annual,1995,64,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM03008: Useldange,A: Annual,1996,66,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM03008: Useldange,A: Annual,1997,67,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM03008: Useldange,A: Annual,1998,66,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM03008: Useldange,A: Annual,1999,97,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM03008: Useldange,A: Annual,2000,62,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM03008: Useldange,A: Annual,2001,83,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM03008: Useldange,A: Annual,2002,109,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM03008: Useldange,A: Annual,2003,43,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM03008: Useldange,A: Annual,2004,83,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM03008: Useldange,A: Annual,2005,91,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM03008: Useldange,A: Annual,2006,84,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM03008: Useldange,A: Annual,2007,53,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM03008: Useldange,A: Annual,2008,93,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM03008: Useldange,A: Annual,2009,76,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM03008: Useldange,A: Annual,2010,104,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM03008: Useldange,A: Annual,2011,113,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM03008: Useldange,A: Annual,2012,131,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM03008: Useldange,A: Annual,2013,107,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM03008: Useldange,A: Annual,2014,112,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM03008: Useldange,A: Annual,2015,170,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM03008: Useldange,A: Annual,2016,115,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM03008: Useldange,A: Annual,2017,134,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM03008: Useldange,A: Annual,2018,112,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM03008: Useldange,A: Annual,2019,127,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM03008: Useldange,A: Annual,2020,111,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM03008: Useldange,A: Annual,2021,126,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM06005: Echternach,A: Annual,1990,382,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM06005: Echternach,A: Annual,1991,454,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM06005: Echternach,A: Annual,1992,433,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM06005: Echternach,A: Annual,1993,380,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM06005: Echternach,A: Annual,1994,350,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM06005: Echternach,A: Annual,1995,337,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM06005: Echternach,A: Annual,1996,418,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM06005: Echternach,A: Annual,1997,360,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM06005: Echternach,A: Annual,1998,357,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM06005: Echternach,A: Annual,1999,446,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM06005: Echternach,A: Annual,2000,410,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM06005: Echternach,A: Annual,2001,458,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM06005: Echternach,A: Annual,2002,465,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM06005: Echternach,A: Annual,2003,347,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM06005: Echternach,A: Annual,2004,314,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM06005: Echternach,A: Annual,2005,332,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM06005: Echternach,A: Annual,2006,324,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM06005: Echternach,A: Annual,2007,360,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM06005: Echternach,A: Annual,2008,311,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM06005: Echternach,A: Annual,2009,363,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM06005: Echternach,A: Annual,2010,298,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM06005: Echternach,A: Annual,2011,319,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM06005: Echternach,A: Annual,2012,369,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM06005: Echternach,A: Annual,2013,361,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM06005: Echternach,A: Annual,2014,448,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM06005: Echternach,A: Annual,2015,427,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM06005: Echternach,A: Annual,2016,414,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM06005: Echternach,A: Annual,2017,348,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM06005: Echternach,A: Annual,2018,410,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM06005: Echternach,A: Annual,2019,335,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM06005: Echternach,A: Annual,2020,345,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM06005: Echternach,A: Annual,2021,365,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM07002: Biwer,A: Annual,1990,57,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM07002: Biwer,A: Annual,1991,57,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM07002: Biwer,A: Annual,1992,70,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM07002: Biwer,A: Annual,1993,84,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM07002: Biwer,A: Annual,1994,77,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM07002: Biwer,A: Annual,1995,97,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM07002: Biwer,A: Annual,1996,103,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM07002: Biwer,A: Annual,1997,69,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM07002: Biwer,A: Annual,1998,96,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM07002: Biwer,A: Annual,1999,105,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM07002: Biwer,A: Annual,2000,136,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM07002: Biwer,A: Annual,2001,136,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM07002: Biwer,A: Annual,2002,91,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM07002: Biwer,A: Annual,2003,127,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM07002: Biwer,A: Annual,2004,130,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM07002: Biwer,A: Annual,2005,135,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM07002: Biwer,A: Annual,2006,151,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM07002: Biwer,A: Annual,2007,101,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM07002: Biwer,A: Annual,2008,122,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM07002: Biwer,A: Annual,2009,101,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM07002: Biwer,A: Annual,2010,118,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM07002: Biwer,A: Annual,2011,128,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM07002: Biwer,A: Annual,2012,83,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM07002: Biwer,A: Annual,2013,126,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM07002: Biwer,A: Annual,2014,140,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM07002: Biwer,A: Annual,2015,105,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM07002: Biwer,A: Annual,2016,120,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM07002: Biwer,A: Annual,2017,131,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM07002: Biwer,A: Annual,2018,117,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM07002: Biwer,A: Annual,2019,151,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM07002: Biwer,A: Annual,2020,101,,,,,,,,0: Zero
LU1:DF_X025(1.0),M002: Departures,CM07002: Biwer,A: Annual,2021,136,,,,,,,,0: Zero
LU1:DF_X025(1.0),M003: Net migration,CM11010: Walferdange,A: Annual,1990,90,,,,,,,,0: Zero
LU1:DF_X025(1.0),M003: Net migration,CM11010: Walferdange,A: Annual,1991,47,,,,,,,,0: Zero
LU1:DF_X025(1.0),M003: Net migration,CM11010: Walferdange,A: Annual,1992,22,,,,,,,,0: Zero
LU1:DF_X025(1.0),M003: Net migration,CM11010: Walferdange,A: Annual,1993,46,,,,,,,,0: Zero
LU1:DF_X025(1.0),M003: Net migration,CM11010: Walferdange,A: Annual,1994,50,,,,,,,,0: Zero
LU1:DF_X025(1.0),M003: Net migration,CM11010: Walferdange,A: Annual,1995,43,,,,,,,,0: Zero
LU1:DF_X025(1.0),M003: Net migration,CM11010: Walferdange,A: Annual,1996,-18,,,,,,,,0: Zero
LU1:DF_X025(1.0),M003: Net migration,CM11010: Walferdange,A: Annual,1997,120,,,,,,,,0: Zero
LU1:DF_X025(1.0),M003: Net migration,CM11010: Walferdange,A: Annual,1998,45,,,,,,,,0: Zero
LU1:DF_X025(1.0),M003: Net migration,CM11010: Walferdange,A: Annual,1999,83,,,,,,,,0: Zero
LU1:DF_X025(1.0),M003: Net migration,CM11010: Walferdange,A: Annual,2000,73,,,,,,,,0: Zero
LU1:DF_X025(1.0),M003: Net migration,CM11010: Walferdange,A: Annual,2001,-50,,,,,,,,0: Zero
LU1:DF_X025(1.0),M003: Net migration,CM11010: Walferdange,A: Annual,2002,5,,,,,,,,0: Zero
LU1:DF_X025(1.0),M003: Net migration,CM11010: Walferdange,A: Annual,2003,90,,,,,,,,0: Zero
LU1:DF_X025(1.0),M003: Net migration,CM11010: Walferdange,A: Annual,2004,-36,,,,,,,,0: Zero
LU1:DF_X025(1.0),M003: Net migration,CM11010: Walferdange,A: Annual,2005,77,,,,,,,,0: Zero
LU1:DF_X025(1.0),M003: Net migration,CM11010: Walferdange,A: Annual,2006,51,,,,,,,,0: Zero
